age,income_lakh,credit_score,loan_amount_lakh,existing_loans,approved,debt_burden,high_credit_score
30.0,2.82,748.0,6.41,1.0,1,2.273049645390071,1
52.0,2.75,835.0,12.59,1.0,0,4.578181818181818,1
21.0,8.08,684.0,24.13,4.0,0,2.9863861386138613,0
39.0,16.73,777.0,9.77,1.0,1,0.5839808726838015,1
26.0,19.81,672.0,16.23,2.0,1,0.8192831903079254,0
41.0,9.78,782.0,27.75,3.0,0,2.837423312883436,1
44.0,19.02,804.0,4.17,0.0,1,0.2192429022082019,1
40.0,2.57,725.0,5.22,3.0,0,2.0311284046692606,1
34.0,4.81,482.0,19.54,0.0,0,4.0623700623700625,0
57.0,17.98,533.0,16.41,0.0,1,0.9126807563959956,0
37.0,2.26,537.0,17.07,2.0,0,7.553097345132744,0
63.0,5.04,568.0,20.39,0.0,0,4.045634920634921,0
26.0,1.51,646.0,16.48,1.0,0,10.913907284768213,0
21.0,23.85,720.0,10.22,2.0,1,0.42851153039832285,1
42.0,7.03,832.0,24.22,3.0,0,3.445234708392603,1
51.0,19.78,765.0,20.22,4.0,1,1.0222446916076844,1
22.0,7.09,683.0,4.13,1.0,1,0.5825105782792666,0
25.0,17.39,746.0,27.63,2.0,1,1.5888441633122483,1
58.0,7.71,730.0,22.7,2.0,0,2.9442282749675743,1
41.0,24.92,608.0,15.14,4.0,1,0.6075441412520064,0
41.0,13.79,526.0,21.83,2.0,0,1.5830311820159535,0
39.0,10.02,489.0,7.15,2.0,1,0.7135728542914173,0
56.0,15.65,669.0,6.97,2.0,1,0.44536741214057507,0
57.0,21.97,661.0,5.97,0.0,1,0.27173418297678653,0
39.0,16.82,792.0,15.675,2.0,1,0.9319262782401903,1
55.0,16.57,744.0,3.11,2.0,1,0.18768859384429692,1
27.0,24.59,604.0,1.75,3.0,1,0.0711671411142741,0
38.0,6.17,661.0,14.21,4.0,0,2.3030794165316046,0
62.0,11.19,738.0,18.4,2.0,1,1.6443252904378909,1
63.0,3.98,835.0,13.57,0.0,0,3.4095477386934676,1
41.0,21.81,584.0,18.69,1.0,1,0.8569463548830812,0
38.0,14.32,781.0,20.67,1.0,1,1.4434357541899443,1
52.0,17.62,732.0,28.32,0.0,1,1.6072644721906924,1
56.0,12.82,521.0,13.77,4.0,1,1.0741029641185647,0
52.0,17.6,788.0,16.02,4.0,1,0.9102272727272727,1
22.0,18.15,483.0,22.84,0.0,1,1.2584022038567495,0
48.0,6.92,539.0,29.33,4.0,0,4.238439306358381,0
46.0,13.28,849.0,18.48,1.0,1,1.3915662650602412,1
64.0,18.05,533.0,29.65,0.0,1,1.6426592797783932,0
25.0,9.58,570.0,20.11,4.0,0,2.0991649269311066,0
42.0,13.81,621.0,12.08,4.0,1,0.8747284576393917,0
38.0,10.91,529.0,1.04,4.0,1,0.09532538955087076,0
32.0,6.62,484.0,6.31,0.0,1,0.9531722054380664,0
46.0,11.01,767.0,8.8,0.0,1,0.7992733878292462,1
36.0,11.76,496.0,4.96,0.0,1,0.4217687074829932,0
50.0,6.8,462.0,27.16,4.0,0,3.9941176470588236,0
56.0,4.92,693.0,21.45,2.0,0,4.359756097560975,0
38.0,4.12,599.0,24.64,1.0,0,5.980582524271845,0
33.0,19.05,484.0,1.1,4.0,1,0.05774278215223097,0
61.0,24.69,469.0,19.49,1.0,1,0.7893884163628998,0
43.0,21.4,522.0,17.32,4.0,1,0.8093457943925234,0
22.0,18.73,677.0,14.49,3.0,1,0.7736252002135611,0
59.0,9.81,556.0,10.83,3.0,1,1.1039755351681957,0
63.0,18.8,508.0,18.64,3.0,1,0.9914893617021276,0
26.0,13.79,627.0,9.43,1.0,1,0.6838288614938361,0
37.0,9.02,791.0,15.09,4.0,0,1.672949002217295,1
62.0,24.3,453.0,17.09,2.0,1,0.7032921810699588,0
21.0,24.2,649.0,1.5,0.0,1,0.06198347107438017,0
29.0,22.22,450.0,12.65,4.0,1,0.5693069306930694,0
64.0,24.83,594.0,26.76,2.0,1,1.0777285541683448,0
33.0,10.05,614.0,22.43,1.0,0,2.2318407960199003,0
56.0,7.98,636.0,18.35,0.0,0,2.299498746867168,0
63.0,14.73,583.0,8.99,3.0,1,0.6103190767141887,0
31.0,6.17,638.0,7.46,1.0,1,1.2090761750405186,0
44.0,15.87,768.0,8.77,3.0,1,0.5526149968494014,1
35.0,3.09,701.0,11.77,1.0,0,3.809061488673139,1
47.0,9.91,607.0,21.35,3.0,0,2.1543895055499496,0
61.0,21.0,476.0,22.03,0.0,1,1.049047619047619,0
56.0,18.33,544.0,1.11,0.0,1,0.06055646481178397,0
53.0,5.4,827.0,8.65,2.0,1,1.6018518518518519,1
49.0,24.73,760.0,26.73,1.0,1,1.080873433077234,1
52.0,19.6,542.0,16.5,2.0,1,0.8418367346938775,0
27.0,15.4,832.0,27.45,2.0,1,1.7824675324675323,1
24.0,19.72,803.0,19.55,1.0,1,0.9913793103448276,1
31.0,6.61,488.0,7.71,2.0,0,1.166414523449319,0
26.0,11.01,508.0,28.47,2.0,0,2.5858310626703,0
37.0,23.37,525.0,11.26,3.0,1,0.48181429182712876,0
45.0,7.35,504.0,25.29,3.0,0,3.440816326530612,0
35.0,21.89,457.0,23.58,4.0,1,1.0772042028323434,0
25.0,3.44,755.0,19.38,0.0,0,5.633720930232558,1
40.0,12.98,452.0,21.02,4.0,0,1.6194144838212634,0
22.0,8.73,592.0,25.39,2.0,0,2.90836197021764,0
23.0,18.33,631.0,1.62,3.0,1,0.08837970540098201,0
62.0,19.3,736.0,5.14,3.0,1,0.26632124352331604,1
52.0,20.85,791.0,2.21,2.0,1,0.10599520383693045,1
54.0,21.66,495.0,29.88,4.0,1,1.3795013850415512,0
47.0,21.03,665.0,24.29,1.0,1,1.155016642891108,0
38.0,22.66,638.0,13.08,2.0,1,0.5772285966460724,0
40.0,24.09,531.0,2.55,3.0,1,0.1058530510585305,0
43.0,11.24,623.0,14.25,2.0,1,1.2677935943060499,0
44.0,20.98,744.0,8.69,2.0,1,0.41420400381315536,1
34.0,2.97,633.0,27.89,3.0,0,9.390572390572391,0
60.0,20.08,757.0,28.38,4.0,1,1.4133466135458168,1
58.0,23.1,554.0,12.77,1.0,1,0.5528138528138528,0
40.0,21.74,495.0,19.2,3.0,1,0.8831646734130635,0
39.0,5.1,487.0,9.29,4.0,0,1.8215686274509804,0
29.0,19.46,847.0,8.13,4.0,1,0.4177800616649538,1
27.0,16.01,492.0,27.82,4.0,0,1.7376639600249841,0
25.0,8.66,753.0,4.21,3.0,1,0.48614318706697457,1
50.0,21.02,662.0,29.12,3.0,1,1.3853472882968603,0
31.0,16.13,503.0,11.11,1.0,1,0.6887786732796032,0
56.0,1.62,473.0,21.83,3.0,0,13.475308641975307,0
54.0,12.71,474.0,21.36,1.0,0,1.6805664830841855,0
53.0,3.74,738.0,7.73,0.0,1,2.0668449197860963,1
60.0,15.3,820.0,1.89,4.0,1,0.12352941176470587,1
31.0,6.79,617.0,13.45,1.0,0,1.9808541973490426,0
48.0,6.57,641.0,8.04,2.0,1,1.2237442922374426,0
44.0,24.9,610.0,18.9,3.0,1,0.7590361445783133,0
36.0,11.42,717.0,1.62,4.0,1,0.14185639229422067,1
61.0,19.97,583.0,5.33,1.0,1,0.2669003505257887,0
38.0,13.98,657.0,28.71,1.0,0,2.0536480686695278,0
24.0,13.08,757.0,24.52,1.0,1,1.8746177370030581,1
61.0,23.09,568.0,16.18,0.0,1,0.7007362494586401,0
60.0,22.15,726.0,21.75,4.0,1,0.981941309255079,1
37.0,10.54,824.0,20.35,2.0,1,1.9307400379506645,1
62.0,2.67,666.0,26.71,2.0,0,10.00374531835206,0
29.0,8.92,642.0,20.31,2.0,0,2.2769058295964126,0
56.0,11.94,800.0,2.95,0.0,1,0.24706867671691796,1
26.0,5.78,509.0,21.75,1.0,0,3.762975778546713,0
55.0,4.24,692.0,22.51,2.0,0,5.308962264150943,0
52.0,9.91,527.0,15.67,2.0,0,1.5812310797174571,0
39.0,21.25,648.0,25.53,1.0,1,1.2014117647058824,0
62.0,11.36,559.0,22.04,3.0,0,1.9401408450704225,0
53.0,5.0,462.0,11.21,4.0,0,2.242,0
59.0,17.13,815.0,26.44,0.0,1,1.5434909515469937,1
43.0,13.3,657.0,24.2,0.0,1,1.819548872180451,0
45.0,23.25,511.0,4.04,3.0,1,0.17376344086021506,0
26.0,12.46,722.0,12.51,0.0,1,1.0040128410914926,1
26.0,13.52,543.0,19.04,4.0,0,1.4082840236686391,0
24.0,18.94,738.0,2.92,4.0,1,0.15417106652587115,1
49.0,2.79,655.0,20.28,2.0,0,7.268817204301076,0
53.0,6.05,525.0,27.61,3.0,0,4.5636363636363635,0
37.0,16.82,641.0,25.15,2.0,1,1.4952437574316289,0
38.0,10.51,650.0,16.54,2.0,1,1.5737392959086585,0
41.0,16.28,553.0,4.93,4.0,1,0.3028255528255528,0
56.0,9.85,687.0,21.95,4.0,0,2.228426395939086,0
31.0,17.12,457.0,12.08,4.0,1,0.7056074766355139,0
58.0,11.4,503.0,21.57,2.0,0,1.8921052631578947,0
25.0,5.84,762.0,24.26,0.0,0,4.154109589041096,1
35.0,13.89,799.0,29.92,4.0,0,2.154067674586033,1
51.0,18.93,720.0,6.39,1.0,1,0.3375594294770206,1
35.0,21.21,552.0,16.11,4.0,1,0.7595473833097595,0
24.0,7.99,641.0,15.41,3.0,0,1.9286608260325406,0
60.0,14.36,459.0,14.87,1.0,1,1.0355153203342617,0
45.0,24.99,848.0,14.82,1.0,1,0.5930372148859544,1
28.0,8.34,598.0,17.47,1.0,0,2.094724220623501,0
38.0,7.15,502.0,1.07,4.0,1,0.14965034965034965,0
46.0,24.01,719.0,9.41,2.0,1,0.3919200333194502,1
